team,elo,matches_played,first_match_date,last_match_date_x,career_points_per_game,career_goals_for_per_game,career_goals_against_per_game,career_goal_diff_per_game,career_win_rate,career_clean_sheet_rate,last_5_matches,last_5_points_per_game,last_5_goals_for_per_game,last_5_goals_against_per_game,last_5_goal_diff_per_game,last_5_win_rate,last_5_clean_sheet_rate,last_5_failed_to_score_rate,last_10_matches,last_10_points_per_game,last_10_goals_for_per_game,last_10_goals_against_per_game,last_10_goal_diff_per_game,last_10_win_rate,last_10_clean_sheet_rate,last_10_failed_to_score_rate,last_20_matches,last_20_points_per_game,last_20_goals_for_per_game,last_20_goals_against_per_game,last_20_goal_diff_per_game,last_20_win_rate,last_20_clean_sheet_rate,last_20_failed_to_score_rate,last_50_matches,last_50_points_per_game,last_50_goals_for_per_game,last_50_goals_against_per_game,last_50_goal_diff_per_game,last_50_win_rate,last_50_clean_sheet_rate,last_50_failed_to_score_rate,custom_elo,strength_score_v1,matches,weighted_goals_for,weighted_goals_against,attack_rating,defense_rating,last_10_goals_for,last_10_goals_against,last_20_goals_for,last_20_goals_against,last_50_goals_for,last_50_goals_against,last_match_date_y,net_rating,market_value_eur,elo_norm,market_norm,attack_norm,defense_norm,form_norm,intelligence_score,decimal_odds,market_champion_prob,source,market_score,intelligence_score_v2
Poland,1646.405571002461,366.0,1990-02-02,2026-03-31,1.5163934426229508,1.4398907103825136,1.2076502732240435,0.2322404371584699,0.4098360655737705,0.3469945355191257,5.0,2.0,2.0,1.4,0.6,0.6,0.2,0.0,10.0,2.0,1.9,1.1,0.8,0.6,0.3,0.0,20.0,1.4,1.6,1.65,-0.05,0.4,0.2,0.05,50.0,1.48,1.5,1.42,0.08,0.42,0.26,0.14,1646.405571002461,910.8825069511076,366.0,1.5341194790634536,1.260422575573393,1.156583062163271,0.9502411135320026,1.9,1.1,1.6,1.65,1.5,1.42,2026-03-31,0.2063419486312683,231300000.0,0.615111870838925,0.5931597575375552,0.4758508748640994,0.3287475985454363,0.7407407407407407,0.5583429392635171,999.0,0.0005852107019491,not_listed,0.0,0.44444705087471015
Turkey,1802.099321842512,334.0,1990-04-11,2026-03-31,1.598802395209581,1.5119760479041915,1.1946107784431137,0.3173652694610778,0.4491017964071856,0.3532934131736527,5.0,2.6,2.0,0.6,1.4,0.8,0.6,0.0,10.0,2.2,2.2,1.3,0.9,0.7,0.4,0.2,20.0,1.95,1.85,1.3,0.55,0.6,0.35,0.25,50.0,1.8,1.94,1.46,0.48,0.54,0.32,0.16,1744.4824600862678,1015.0171070388204,334.0,1.6789635273659067,1.271980204154535,1.2451960031643354,0.9241490065366276,2.2,1.3,1.85,1.3,1.94,1.46,2026-03-31,0.3068274828871546,102600000.0,0.7270907515527528,0.4149826246053963,0.5402737454578002,0.3239289323348442,0.8148148148148149,0.5693393023451907,999.0,0.0005852107019491,not_listed,0.0,0.46378595676355383
Ukraine,1651.1987583424857,293.0,1992-04-29,2026-03-31,1.5699658703071673,1.348122866894198,1.1160409556313993,0.2320819112627986,0.4300341296928328,0.3720136518771331,5.0,1.8,1.2,1.6,-0.4,0.6,0.4,0.2,10.0,1.3,1.4,2.1,-0.7,0.4,0.2,0.3,20.0,1.5,1.45,1.65,-0.2,0.45,0.25,0.25,50.0,1.38,1.4,1.44,-0.04,0.36,0.24,0.28,1651.1987583424857,757.0394412541186,293.0,1.3787314835472655,1.2363345125962495,1.039435000274871,0.9320809597630834,1.4,2.1,1.45,1.65,1.4,1.44,2026-03-31,0.1073540405117875,267700000.0,0.6205844725741718,0.6251951254598714,0.4067383304118026,0.3390800731729266,0.4814814814814814,0.5335242554517855,999.0,0.0005852107019491,not_listed,0.0,0.4497485297326657
Uzbekistan,1752.38594721283,261.0,1992-06-17,2026-03-30,1.7164750957854409,1.85823754789272,1.0344827586206895,0.8237547892720306,0.5019157088122606,0.421455938697318,5.0,1.6,1.2,0.6,0.6,0.4,0.6,0.4,10.0,1.9,1.4,0.5,0.9,0.5,0.7,0.3,20.0,1.8,1.45,0.7,0.75,0.45,0.55,0.3,50.0,1.88,1.74,0.78,0.96,0.54,0.5,0.24,1736.6446339640638,1039.4900852838286,261.0,1.66319313282224,0.8598933120085515,1.184877494779935,0.67728537221033,1.4,0.5,1.45,0.7,1.74,0.78,2026-03-30,0.6056131737269171,78730000.0,0.7181419461349542,0.3569373105568525,0.5332594835754152,0.5757653381943545,0.7037037037037036,0.5773081024222828,999.0,0.0005852107019491,not_listed,0.0,0.43672351206900667
Greece,1625.164514823854,330.0,1990-01-17,2026-03-31,1.6,1.2575757575757576,1.0212121212121212,0.2363636363636363,0.4515151515151515,0.3848484848484848,5.0,1.0,0.8,1.2,-0.4,0.2,0.4,0.6,10.0,1.4,1.8,1.4,0.4,0.4,0.3,0.4,20.0,1.65,1.8,1.05,0.75,0.5,0.45,0.35,50.0,1.56,1.48,0.96,0.52,0.44,0.38,0.32,1625.164514823854,875.3240316707344,330.0,1.3055782006592949,0.9819610019268964,0.9842842450145856,0.7403070478101584,1.8,1.4,1.8,1.05,1.48,0.96,2026-03-31,0.2439771972044271,258200000.0,0.5908599831793615,0.6172751384699984,0.3742016502221182,0.4791343212717846,0.5185185185185185,0.5409720263062134,999.0,0.0005852107019491,not_listed,0.0,0.4424217360508748
Hungary,1674.0287044896086,325.0,1990-03-28,2026-03-31,1.3169230769230769,1.3076923076923077,1.449230769230769,-0.1415384615384615,0.3692307692307692,0.28,5.0,2.2,1.2,0.4,0.8,0.6,0.8,0.2,10.0,1.4,1.1,1.4,-0.3,0.4,0.4,0.3,20.0,1.4,1.05,1.5,-0.45,0.4,0.4,0.3,50.0,1.58,1.32,1.3,0.02,0.44,0.32,0.26,1674.0287044896086,801.3129170203239,325.0,1.314855528236044,1.3781142328527518,0.9912784850876982,1.0389696507971244,1.1,1.4,1.05,1.5,1.32,1.3,2026-03-31,-0.0476911657094262,214000000.0,0.6466504687552628,0.5761197870749479,0.3783279645645914,0.2834579528898619,0.5185185185185185,0.5214773503030987,999.0,0.0005852107019491,not_listed,0.0,0.44012232958664954
Scotland,1690.260164739365,268.0,1990-03-28,2026-03-28,1.4029850746268655,1.171641791044776,1.2462686567164178,-0.0746268656716417,0.3917910447761194,0.3283582089552239,5.0,1.8,2.2,1.6,0.6,0.6,0.0,0.2,10.0,1.6,1.8,1.4,0.4,0.5,0.3,0.3,20.0,1.35,1.4,1.45,-0.05,0.4,0.3,0.25,50.0,1.58,1.52,1.32,0.2,0.46,0.4,0.2,1660.6005250513144,851.2702362730915,268.0,1.3413242729178678,1.3500772466046542,1.0092485130375706,0.9480066007801924,1.8,1.4,1.4,1.45,1.52,1.32,2026-03-28,-0.0065989261252834,208730000.0,0.6313189006603599,0.5706543256538298,0.3901005747159879,0.2935305654267228,0.5925925925925926,0.5254291269252492,999.0,0.0005852107019491,not_listed,0.0,0.4490056364061304
Paraguay,1748.678267876786,347.0,1991-02-27,2026-03-31,1.3170028818443804,1.1123919308357348,1.247838616714697,-0.1354466858789625,0.3429394812680115,0.3371757925072046,5.0,2.0,1.4,1.0,0.4,0.6,0.4,0.0,10.0,1.8,1.2,0.8,0.4,0.5,0.5,0.2,20.0,1.65,1.1,1.05,0.05,0.45,0.45,0.25,50.0,1.18,0.8,1.16,-0.36,0.3,0.38,0.5,1727.6132152985142,949.4259468843314,347.0,1.0123985501028556,1.261810299544784,0.7472112918932562,0.9229545043230292,1.2,0.8,1.1,1.05,0.8,1.16,2026-03-31,-0.1880332065695077,139000000.0,0.7078303613888064,0.4815375271910552,0.243802956524574,0.3281643582991313,0.6666666666666666,0.5205867721740685,151.0,0.0055475981395751,bet365,0.0350417873440696,0.4463614939501268
Iran,1788.7808341187244,339.0,1990-02-02,2026-03-27,1.9557522123893805,2.017699115044248,0.7699115044247787,1.247787610619469,0.5693215339233039,0.4926253687315634,5.0,0.8,0.8,1.0,-0.2,0.2,0.4,0.4,10.0,1.5,1.4,1.0,0.4,0.4,0.4,0.3,20.0,1.8,2.0,0.9,1.1,0.5,0.45,0.2,50.0,2.08,2.34,0.82,1.52,0.64,0.52,0.14,1755.0901714569477,997.7905771556266,339.0,2.010542418957787,0.7813214741294511,1.463616148557891,0.5499678749610928,1.4,1.0,2.0,0.9,2.34,0.82,2026-03-27,0.9267179928597872,35500000.0,0.7392020619472849,0.1823518894863403,0.6877514242093727,0.6539366168139635,0.5555555555555555,0.5611174557621907,999.0,0.0005852107019491,not_listed,0.0,0.4238276259533985
Wales,1621.1685355845143,253.0,1990-04-25,2025-11-15,1.316205533596838,1.1225296442687749,1.3122529644268774,-0.1897233201581027,0.3715415019762846,0.3399209486166007,5.0,1.2,0.8,1.6,-0.8,0.4,0.4,0.4,10.0,1.6,1.7,1.4,0.3,0.5,0.4,0.3,20.0,1.55,1.4,1.2,0.2,0.4,0.4,0.35,50.0,1.42,1.26,1.24,0.02,0.38,0.36,0.34,1621.1685355845143,853.5258410130315,253.0,1.2116323126463389,1.2308817424998435,0.9134578039723242,0.9279700794689204,1.7,1.4,1.4,1.2,1.26,1.24,2025-11-15,-0.0145122754965961,215050000.0,0.5862975904815814,0.577192637177553,0.3324169593273218,0.3414751502816971,0.5925925925925926,0.5098453916635538,999.0,0.0005852107019491,not_listed,0.0,0.42094018604229017
Nigeria,1701.5551941590886,331.0,1990-01-28,2026-03-31,1.782477341389728,1.4682779456193351,0.8640483383685801,0.6042296072507553,0.5075528700906344,0.4561933534743202,5.0,1.8,1.2,0.6,0.6,0.4,0.6,0.4,10.0,2.4,2.2,0.8,1.4,0.7,0.4,0.2,20.0,2.15,1.95,0.85,1.1,0.6,0.35,0.1,50.0,1.82,1.44,0.88,0.56,0.52,0.42,0.24,1701.5551941590886,1093.69983737159,331.0,1.490063310095435,0.875394879927631,1.123368818091929,0.659966126919161,2.2,0.8,1.95,0.85,1.44,0.88,2026-03-31,0.463402691172768,63450000.0,0.6780787239942234,0.3096415687289233,0.4562558351952668,0.5620001646907533,0.8888888888888888,0.5563652344520009,999.0,0.0005852107019491,not_listed,0.0,0.4035395021473153
Mali,1634.982987896513,299.0,1990-01-12,2026-03-31,1.5418060200668895,1.2809364548494984,0.9698996655518396,0.3110367892976589,0.4247491638795986,0.3812709030100334,5.0,0.8,0.4,0.6,-0.2,0.0,0.4,0.6,10.0,1.4,1.2,0.8,0.4,0.3,0.3,0.4,20.0,1.75,1.45,0.55,0.9,0.45,0.55,0.3,50.0,1.96,1.52,0.46,1.06,0.56,0.6,0.28,1634.982987896513,927.7423445534308,299.0,1.4077566121019771,0.7946126312861873,1.0613172412095764,0.5990638427247165,1.2,0.8,1.45,0.55,1.52,0.46,2026-03-31,0.4622533984848599,103650000.0,0.602070184025513,0.4172144277179072,0.4196479537118996,0.6396268616321642,0.5185185185185185,0.5257712454918678,999.0,0.0005852107019491,not_listed,0.0,0.40466399972073047
Vanuatu,1537.1016267658342,64.0,1990-11-06,2025-11-17,1.40625,2.3125,1.640625,0.671875,0.4375,0.296875,5.0,2.0,1.8,1.0,0.8,0.6,0.2,0.2,10.0,1.6,2.1,1.9,0.2,0.5,0.2,0.2,20.0,1.65,3.25,1.45,1.8,0.5,0.4,0.25,50.0,1.66,2.64,1.48,1.16,0.52,0.34,0.26,1537.1016267658342,913.6957320446254,64.0,2.712581110766907,1.5424791805272977,2.045033265187601,1.1628854976969922,2.1,1.9,3.25,1.45,2.64,1.48,2025-11-17,0.8821477674906086,102600000.0,0.4903145465399736,0.4149826246053963,1.0,0.2317735726916709,0.5925925925925926,0.5193810426033498,999.0,0.0005852107019491,not_listed,0.0,0.3900634143249623
Ghana,1586.2736947725057,329.0,1990-09-01,2026-03-30,1.5592705167173253,1.3130699088145896,1.012158054711246,0.3009118541033435,0.4346504559270516,0.3829787234042553,5.0,1.2,0.8,1.8,-1.0,0.4,0.4,0.2,10.0,1.3,1.5,1.4,0.1,0.4,0.4,0.1,20.0,1.1,1.2,1.3,-0.1,0.25,0.3,0.25,50.0,1.24,1.12,1.2,-0.08,0.32,0.34,0.34,1545.4105825062863,759.4347621278289,329.0,1.3094440794439606,1.0477735055208095,1.0302694213117656,0.7829594581858197,1.5,1.4,1.2,1.3,1.12,1.2,2026-03-30,0.1972752173454024,235750000.0,0.4998012622424008,0.5973367776305697,0.3759210926955528,0.4363778953099094,0.4814814814814814,0.4942576325414502,401.0,0.0020889958081691,bet365,0.0106372638609992,0.42565995312640925
Kosovo,1613.508811256577,89.0,2006-04-22,2026-03-31,1.348314606741573,1.3595505617977528,1.404494382022472,-0.0449438202247191,0.3707865168539326,0.3033707865168539,5.0,2.0,1.6,1.0,0.6,0.6,0.4,0.2,10.0,2.0,1.9,1.3,0.6,0.6,0.4,0.3,20.0,1.95,1.7,1.2,0.5,0.6,0.4,0.35,50.0,1.5,1.36,1.22,0.14,0.42,0.32,0.32,1613.508811256577,928.0789650654596,89.0,1.3504451738394192,1.3191981316567365,1.018109759871059,0.994552403208555,1.9,1.3,1.7,1.2,1.36,1.22,2026-03-31,0.0235573566625036,159780000.0,0.5775521320475769,0.5120763664158521,0.39415731454516,0.3051196954199082,0.7407407407407407,0.5091279633894492,999.0,0.0005852107019491,not_listed,0.0,0.4039712291390674
Tunisia,1700.0374484019474,373.0,1990-06-02,2026-03-31,1.6863270777479893,1.4691689008042896,0.8766756032171582,0.5924932975871313,0.4638069705093833,0.4128686327077748,5.0,1.2,1.0,1.0,0.0,0.2,0.4,0.2,10.0,1.4,1.4,1.0,0.4,0.3,0.3,0.2,20.0,1.7,1.55,0.95,0.6,0.45,0.35,0.2,50.0,1.74,1.26,0.7,0.56,0.48,0.52,0.32,1689.95000744289,916.4775033493004,373.0,1.4403732098793374,0.824966959249259,1.0482085707202589,0.6063042074646229,1.4,1.0,1.55,0.95,1.26,0.7,2026-03-31,0.4639589390147581,69250000.0,0.6648285502673177,0.3288145935686064,0.4341549692395929,0.6086752520623061,0.5185185185185185,0.5231700260328495,999.0,0.0005852107019491,not_listed,0.0,0.40637985002613286
Oman,1612.5104988222124,389.0,1990-02-24,2025-12-08,1.6246786632390746,1.444730077120823,1.0051413881748072,0.4395886889460154,0.4524421593830334,0.416452442159383,5.0,1.8,0.8,0.2,0.6,0.4,0.8,0.6,10.0,1.7,0.7,0.5,0.2,0.4,0.7,0.5,20.0,1.45,0.85,0.8,0.05,0.35,0.5,0.45,50.0,1.68,1.18,0.78,0.4,0.46,0.5,0.3,1612.5104988222124,903.6297244699956,389.0,1.3453225981979835,0.8712433964942667,1.0142478154121095,0.6568362954507464,0.7,0.5,0.85,0.8,1.18,0.78,2025-12-08,0.3574115199613633,102600000.0,0.5764123129724906,0.4149826246053963,0.3918789259505139,0.5656385982042021,0.6296296296296295,0.5120805572778913,999.0,0.0005852107019491,not_listed,0.0,0.3914080399736541
Tahiti,1547.9397936783273,64.0,1991-09-09,2024-11-18,1.515625,2.4375,1.859375,0.578125,0.46875,0.3125,5.0,2.4,1.8,0.4,1.4,0.8,0.6,0.2,10.0,2.0,2.0,0.6,1.4,0.6,0.5,0.2,20.0,1.75,2.25,2.0,0.25,0.55,0.3,0.25,50.0,1.42,2.16,2.06,0.1,0.44,0.26,0.32,1547.9397936783273,920.5729071552472,64.0,2.142978963344603,1.4564786706158084,1.6156063497020865,1.0980491310003415,2.0,0.6,2.25,2.0,2.16,2.06,2024-11-18,0.517557218701745,102600000.0,0.5026889785920909,0.4149826246053963,0.7466557593263594,0.2573613299484378,0.7407407407407407,0.5043634361238746,999.0,0.0005852107019491,not_listed,0.0,0.3775244089767374
Fiji,1530.3176208717862,84.0,1990-11-06,2025-11-17,1.7976190476190477,2.892857142857143,1.1547619047619049,1.738095238095238,0.5476190476190477,0.3928571428571428,5.0,0.2,0.6,2.0,-1.4,0.0,0.0,0.4,10.0,1.1,1.8,1.5,0.3,0.3,0.2,0.3,20.0,1.4,2.0,1.25,0.75,0.4,0.25,0.3,50.0,1.68,2.68,1.06,1.62,0.5,0.42,0.2,1530.3176208717862,790.6429293923038,84.0,2.3180355488438513,1.220384653776288,1.747582694746717,0.9200562532087252,1.8,1.5,2.0,1.25,2.68,1.06,2025-11-17,0.8275264415379917,102600000.0,0.4825689359902509,0.4149826246053963,0.8245163817431258,0.3461461563978015,0.4074074074074074,0.4889849052098167,999.0,0.0005852107019491,not_listed,0.0,0.383145705812733
Georgia,1548.490097924359,273.0,1990-05-27,2026-03-29,1.175824175824176,1.216117216117216,1.435897435897436,-0.2197802197802197,0.3223443223443223,0.2857142857142857,5.0,0.8,1.2,2.4,-1.2,0.2,0.2,0.2,10.0,1.3,2.0,1.8,0.2,0.4,0.3,0.2,20.0,1.35,1.55,1.45,0.1,0.4,0.35,0.25,50.0,1.32,1.58,1.52,0.06,0.38,0.3,0.3,1548.490097924359,752.8205440659615,273.0,1.3672504925970157,1.4320815126611812,1.0307794034643702,1.0796559484351411,2.0,1.8,1.55,1.45,1.58,1.52,2026-03-29,-0.048876544970771,198250000.0,0.5033172861791111,0.5593631016601238,0.4016318838374088,0.2651798041298779,0.4814814814814814,0.464171726920961,999.0,0.0005852107019491,not_listed,0.0,0.38861902479949534
Thailand,1562.4213521662175,360.0,1990-01-29,2025-11-13,1.7416666666666667,1.8916666666666664,1.163888888888889,0.7277777777777777,0.4944444444444444,0.3777777777777777,5.0,2.4,2.8,0.8,2.0,0.8,0.4,0.2,10.0,1.8,2.2,1.2,1.0,0.6,0.4,0.1,20.0,2.05,2.1,1.15,0.95,0.65,0.3,0.1,50.0,1.86,1.92,1.22,0.7,0.56,0.34,0.16,1562.4213521662175,923.0896084747978,360.0,1.7713472401192496,1.175737085259135,1.3354306773956572,0.8863961490131657,2.2,1.2,2.1,1.15,1.92,1.22,2025-11-13,0.4490345283824916,102600000.0,0.5192232378412815,0.4149826246053963,0.581363621372111,0.3669453019115743,0.6666666666666666,0.494386794555017,999.0,0.0005852107019491,not_listed,0.0,0.3782999592727274
Kurdistan,1505.773778890101,2.0,2012-05-15,2012-05-19,2.0,2.0,1.0,1.0,0.5,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,1505.773778890101,937.5982005005455,2.0,1.9994520548493595,1.0,1.5074004416253597,0.7539067705921704,2.0,1.0,2.0,1.0,2.0,1.0,2012-05-19,0.7534936710331893,102600000.0,0.4545461063593309,0.4149826246053963,0.6828187183083174,0.4668550439589108,0.7407407407407407,0.5093619317912732,999.0,0.0005852107019491,not_listed,0.0,0.3692465665535643
Vietnam,1528.7453084656308,245.0,1991-11-26,2026-03-26,1.6081632653061224,1.7346938775510203,1.1918367346938776,0.5428571428571428,0.4693877551020408,0.3795918367346939,5.0,2.4,1.8,1.0,0.8,0.8,0.6,0.2,10.0,2.7,2.4,1.0,1.4,0.9,0.4,0.1,20.0,2.2,2.15,1.15,1.0,0.7,0.35,0.1,50.0,1.72,1.68,1.02,0.66,0.52,0.46,0.3,1528.7453084656308,1031.9353888095338,245.0,1.66610262332649,1.082643165662009,1.2560860482272171,0.8162120127279293,2.4,1.0,2.15,1.15,1.68,1.02,2026-03-26,0.4398740354992878,102600000.0,0.4807737548316877,0.4149826246053963,0.5345535493823683,0.4158308395727895,1.0,0.5145741286857135,999.0,0.0005852107019491,not_listed,0.0,0.3645721944183878
Slovakia,1583.5646152773925,292.0,1992-10-14,2026-03-31,1.4315068493150684,1.3630136986301369,1.202054794520548,0.160958904109589,0.3972602739726027,0.3116438356164384,5.0,1.8,1.6,2.0,-0.4,0.6,0.6,0.2,10.0,1.3,1.1,1.6,-0.5,0.4,0.5,0.4,20.0,1.5,1.25,1.3,-0.05,0.45,0.45,0.2,50.0,1.42,1.3,1.18,0.12,0.4,0.4,0.28,1583.5646152773925,768.6040768748267,292.0,1.3624217822747984,1.170485549646768,1.0271390060592225,0.8824369807589962,1.1,1.6,1.25,1.3,1.3,1.18,2026-03-31,0.144702025300226,120350000.0,0.5433634706723232,0.4499584343669374,0.3994841989040722,0.3694960330103976,0.4814814814814814,0.466162006262366,999.0,0.0005852107019491,not_listed,0.0,0.38156095660483896
Romania,1588.8238004811185,341.0,1990-02-04,2026-03-31,1.6686217008797657,1.565982404692082,1.0234604105571847,0.5425219941348973,0.4721407624633431,0.3870967741935484,5.0,1.4,1.0,1.2,-0.2,0.4,0.2,0.4,10.0,1.4,1.2,1.2,0.0,0.4,0.3,0.4,20.0,1.6,1.35,1.0,0.35,0.45,0.4,0.4,50.0,1.56,1.38,0.96,0.42,0.44,0.44,0.32,1588.8238004811185,838.9707102165033,341.0,1.433379477004474,1.072063037979741,1.080634492541537,0.8082355828345376,1.2,1.2,1.35,1.0,1.38,0.96,2026-03-31,0.2723989097069994,99600000.0,0.5493681235327614,0.408477902330633,0.4310443385078185,0.4219239616994579,0.5185185185185185,0.4741954157020681,999.0,0.0005852107019491,not_listed,0.0,0.3782449163709574
Slovenia,1619.1623757861307,269.0,1991-06-19,2026-03-31,1.3308550185873609,1.1672862453531598,1.174721189591078,-0.0074349442379182,0.3494423791821561,0.3271375464684015,5.0,1.0,0.8,1.2,-0.4,0.2,0.2,0.6,10.0,1.3,0.8,1.1,-0.3,0.3,0.4,0.5,20.0,1.25,0.8,1.05,-0.25,0.25,0.45,0.45,50.0,1.44,1.2,1.1,0.1,0.34,0.34,0.3,1619.1623757861307,798.6230691037589,269.0,1.1269074001547343,1.07378042458908,0.8495831188070744,0.8095303322270426,0.8,1.1,0.8,1.05,1.2,1.1,2026-03-31,0.0400527865800317,101550000.0,0.5840070658650827,0.4127278635270497,0.2947335188444117,0.4209267510615622,0.4814814814814814,0.4630816275685855,999.0,0.0005852107019491,not_listed,0.0,0.38053682311929415
Bahrain,1583.339314150509,370.0,1990-02-21,2025-12-09,1.502702702702703,1.337837837837838,1.0837837837837838,0.254054054054054,0.4054054054054054,0.3810810810810811,5.0,1.2,1.4,2.0,-0.6,0.4,0.2,0.0,10.0,1.0,1.1,1.7,-0.6,0.3,0.1,0.3,20.0,1.4,1.4,1.4,0.0,0.4,0.35,0.25,50.0,1.54,1.24,1.3,-0.06,0.46,0.36,0.24,1583.339314150509,730.5026913677291,370.0,1.3777003350558,1.09072751612213,1.0386576104456693,0.8223068592756544,1.1,1.7,1.4,1.4,1.24,1.3,2025-12-09,0.2163507511700149,102600000.0,0.5431062340465731,0.4149826246053963,0.4062797023452226,0.4112547116147341,0.3703703703703703,0.4535000371986802,999.0,0.0005852107019491,not_listed,0.0,0.375424068637835
Syria,1544.2910420560438,309.0,1992-05-14,2025-12-11,1.4336569579288023,1.5792880258899675,1.220064724919094,0.3592233009708738,0.3883495145631068,0.3106796116504854,5.0,1.6,1.4,0.4,1.0,0.4,0.6,0.4,10.0,2.1,2.0,0.5,1.5,0.6,0.6,0.2,20.0,1.9,1.85,0.9,0.95,0.55,0.55,0.2,50.0,1.24,1.34,1.22,0.12,0.34,0.34,0.34,1544.2910420560438,992.9309689252198,309.0,1.4659029222552789,1.2188492682413643,1.1051541381191026,0.9188987156584768,2.0,0.5,1.85,0.9,1.34,1.22,2025-12-11,0.1862554224606256,102600000.0,0.49852303158375,0.4149826246053963,0.4455099222111872,0.3468361186667462,0.7777777777777778,0.4748584011151293,999.0,0.0005852107019491,not_listed,0.0,0.36005881703347176
Chile,1639.4554654937406,382.0,1990-11-08,2025-11-18,1.43717277486911,1.3664921465968587,1.2408376963350785,0.1256544502617801,0.4005235602094241,0.3089005235602094,5.0,2.0,1.2,1.0,0.2,0.6,0.4,0.4,10.0,1.4,1.2,1.0,0.2,0.4,0.3,0.6,20.0,1.15,1.05,1.2,-0.15,0.3,0.35,0.6,50.0,1.1,1.0,1.26,-0.26,0.28,0.38,0.56,1639.4554654937406,833.7549594721833,382.0,1.2530114522693436,1.218688685708628,0.9446538174953862,0.9187776513998084,1.2,1.0,1.05,1.2,1.0,1.26,2025-11-18,0.0258761660955779,71900000.0,0.6071766167441046,0.3370459765504427,0.3508213258750245,0.3469083806969607,0.5185185185185185,0.4532846178356969,999.0,0.0005852107019491,not_listed,0.0,0.3695491411287145
Malaysia,1510.486057164626,289.0,1990-09-08,2025-11-18,1.3460207612456747,1.4878892733564013,1.4083044982698962,0.0795847750865051,0.3737024221453287,0.3114186851211072,5.0,3.0,2.4,0.4,2.0,1.0,0.6,0.0,10.0,2.3,2.0,0.5,1.5,0.7,0.6,0.2,20.0,1.85,1.55,0.95,0.6,0.55,0.35,0.3,50.0,1.78,1.72,1.22,0.5,0.54,0.38,0.24,1510.486057164626,973.7187257240817,289.0,1.5264953156175851,1.3093323110011237,1.1508351537213295,0.9871144942188402,2.0,0.5,1.55,0.95,1.72,1.22,2025-11-18,0.1637206595024892,102600000.0,0.4599263305051281,0.4149826246053963,0.4724598449887623,0.3089376252240322,0.8518518518518517,0.4671146775452482,999.0,0.0005852107019491,not_listed,0.0,0.34679008088750324
Jamaica,1550.4912008983754,302.0,1990-03-16,2026-01-18,1.4072847682119205,1.2682119205298013,1.2880794701986755,-0.0198675496688741,0.3940397350993377,0.3609271523178808,5.0,2.0,1.8,0.4,1.4,0.6,0.8,0.4,10.0,1.7,1.7,1.0,0.7,0.5,0.5,0.3,20.0,1.7,1.45,1.1,0.35,0.5,0.45,0.35,50.0,1.46,1.42,1.32,0.1,0.4,0.32,0.28,1550.4912008983754,869.7210404042689,302.0,1.3315131349048188,1.2762931948198044,1.003836767537149,0.9622060808353624,1.7,1.0,1.45,1.1,1.42,1.32,2026-01-18,0.0416306867017862,102600000.0,0.5056020371873939,0.4149826246053963,0.3857368353563163,0.3221530984119802,0.6296296296296295,0.4498528221951443,999.0,0.0005852107019491,not_listed,0.0,0.3563538702055586
Venezuela,1659.103822883793,327.0,1991-07-06,2026-03-30,1.0244648318042813,0.9969418960244648,1.688073394495413,-0.691131498470948,0.2599388379204893,0.2446483180428134,5.0,0.8,0.8,1.8,-1.0,0.2,0.4,0.6,10.0,1.0,0.8,1.6,-0.8,0.3,0.4,0.5,20.0,1.15,1.0,1.5,-0.5,0.3,0.35,0.35,50.0,1.1,0.96,1.36,-0.4,0.28,0.3,0.36,1659.103822883793,730.596720297707,327.0,1.0227711562098187,1.4617941700127466,0.7710740994329646,1.1020565219847718,0.8,1.6,1.0,1.5,0.96,1.36,2026-03-30,-0.3309824225518072,74400000.0,0.6296100471776829,0.3445379243618597,0.2484164223091878,0.2556925143347784,0.3703703703703703,0.4191513751362859,999.0,0.0005852107019491,not_listed,0.0,0.3645361398290794
Israel,1553.7778146012283,275.0,1990-03-28,2026-03-26,1.3563636363636364,1.5018181818181815,1.509090909090909,-0.0072727272727272,0.3781818181818182,0.2472727272727272,5.0,1.0,1.2,2.2,-1.0,0.2,0.2,0.6,10.0,1.4,2.0,2.1,-0.1,0.4,0.3,0.3,20.0,1.2,1.6,2.1,-0.5,0.35,0.3,0.25,50.0,1.34,1.6,1.88,-0.28,0.38,0.18,0.22,1553.7778146012283,701.2000165705527,275.0,1.5719656101085897,1.682627620268335,1.1851155165989176,1.2685443553056892,2.0,2.1,1.6,2.1,1.6,1.88,2026-03-26,-0.0834288387067716,89700000.0,0.509354514730495,0.3855302755454219,0.4926838509605826,0.1956795257862048,0.5185185185185185,0.4297630074058987,999.0,0.0005852107019491,not_listed,0.0,0.3471371121284681
