team,elo,matches_played,first_match_date,last_match_date_x,career_points_per_game,career_goals_for_per_game,career_goals_against_per_game,career_goal_diff_per_game,career_win_rate,career_clean_sheet_rate,last_5_matches,last_5_points_per_game,last_5_goals_for_per_game,last_5_goals_against_per_game,last_5_goal_diff_per_game,last_5_win_rate,last_5_clean_sheet_rate,last_5_failed_to_score_rate,last_10_matches,last_10_points_per_game,last_10_goals_for_per_game,last_10_goals_against_per_game,last_10_goal_diff_per_game,last_10_win_rate,last_10_clean_sheet_rate,last_10_failed_to_score_rate,last_20_matches,last_20_points_per_game,last_20_goals_for_per_game,last_20_goals_against_per_game,last_20_goal_diff_per_game,last_20_win_rate,last_20_clean_sheet_rate,last_20_failed_to_score_rate,last_50_matches,last_50_points_per_game,last_50_goals_for_per_game,last_50_goals_against_per_game,last_50_goal_diff_per_game,last_50_win_rate,last_50_clean_sheet_rate,last_50_failed_to_score_rate,custom_elo,strength_score_v1,matches,weighted_goals_for,weighted_goals_against,attack_rating,defense_rating,last_10_goals_for,last_10_goals_against,last_20_goals_for,last_20_goals_against,last_50_goals_for,last_50_goals_against,last_match_date_y,net_rating,market_value_eur,elo_norm,market_norm,attack_norm,defense_norm,form_norm,intelligence_score,decimal_odds,market_champion_prob,source,market_score,intelligence_score_v2
Montenegro,1472.7604066184806,143.0,2007-03-24,2026-03-31,1.2937062937062938,1.2377622377622377,1.356643356643357,-0.1188811188811188,0.3496503496503496,0.3146853146853147,5.0,1.8,2.0,1.6,0.4,0.6,0.2,0.0,10.0,1.6,1.8,1.8,0.0,0.5,0.1,0.2,20.0,1.1,1.3,1.75,-0.45,0.35,0.15,0.3,50.0,1.26,1.28,1.4,-0.12,0.36,0.28,0.36,1472.7604066184806,710.7421829783162,143.0,1.2617880025225805,1.4033397736217372,0.9512705181537436,1.0579873567747111,1.8,1.8,1.3,1.75,1.28,1.4,2026-03-31,-0.1067168386209675,60630000.0,0.4168532257011152,0.299676532136716,0.3547249074708849,0.2747393465579747,0.5925925925925926,0.3744966593931575,999.0,0.0005852107019491,not_listed,0.0,0.2922608871469899
Philippines,1385.2559796476794,214.0,1991-06-22,2025-11-18,1.0654205607476634,1.102803738317757,1.8271028037383177,-0.7242990654205608,0.2850467289719626,0.2663551401869158,5.0,2.0,2.2,1.4,0.8,0.6,0.2,0.0,10.0,1.9,1.8,1.0,0.8,0.5,0.3,0.0,20.0,1.05,1.15,1.5,-0.35,0.25,0.2,0.3,50.0,1.02,1.22,1.72,-0.5,0.28,0.18,0.3,1385.2559796476794,763.3651908414557,214.0,1.2324838549628088,1.5240146872230196,0.929177922902,1.1489649911793431,1.8,1.0,1.15,1.5,1.22,1.72,2025-11-18,-0.2197870682773431,102600000.0,0.3169454096882903,0.4149826246053963,0.3416911837644074,0.2370238660094047,0.7037037037037036,0.3718541773786928,999.0,0.0005852107019491,not_listed,0.0,0.28363903335648866
Tuvalu,1447.456244485605,16.0,2003-05-01,2023-11-27,0.875,1.125,5.1875,-4.0625,0.25,0.125,5.0,1.2,1.8,5.2,-3.4,0.4,0.2,0.4,10.0,1.0,1.4,5.0,-3.6,0.3,0.2,0.4,16.0,0.875,1.125,5.1875,-4.0625,0.25,0.125,0.5,16.0,0.875,1.125,5.1875,-4.0625,0.25,0.125,0.5,1447.456244485605,146.35531001852237,16.0,1.3227468029484684,5.30041205096705,0.9972277705219976,2.5,1.4,5.0,1.125,5.1875,1.125,5.1875,2023-11-27,-1.5027722294780024,102600000.0,0.3879623036958367,0.4149826246053963,0.381837798593507,0.0,0.3703703703703703,0.333845169270955,999.0,0.0005852107019491,not_listed,0.0,0.2611824974807052
Ethiopia,1414.5214675844677,223.0,1990-08-17,2025-10-08,1.1838565022421526,1.1838565022421526,1.4887892376681615,-0.3049327354260089,0.3094170403587444,0.3094170403587444,5.0,1.2,1.4,1.4,0.0,0.4,0.2,0.6,10.0,0.9,0.9,1.5,-0.6,0.2,0.3,0.6,20.0,1.15,1.05,1.3,-0.25,0.3,0.35,0.45,50.0,1.12,1.06,1.3,-0.24,0.26,0.3,0.4,1414.5214675844677,634.5346604130104,223.0,1.1581173911808345,1.391078069358585,0.8731125423517722,1.048743174911722,0.9,1.5,1.05,1.3,1.06,1.3,2025-10-08,-0.1756306325599498,102600000.0,0.3503591589753959,0.4149826246053963,0.308614912223493,0.2789378173364152,0.3333333333333333,0.3478376045600572,999.0,0.0005852107019491,not_listed,0.0,0.2958894738102813
Malawi,1426.6199340476317,334.0,1990-01-20,2026-03-31,1.2095808383233533,1.0,1.218562874251497,-0.218562874251497,0.3023952095808383,0.3173652694610778,5.0,1.6,1.0,0.8,0.2,0.4,0.4,0.4,10.0,0.9,0.5,1.2,-0.7,0.2,0.3,0.7,20.0,1.25,0.85,1.0,-0.15,0.3,0.4,0.45,50.0,1.08,0.74,1.22,-0.48,0.26,0.3,0.48,1426.6199340476317,665.9789703214343,334.0,0.8905236249958575,1.159382387296313,0.6713717902566598,0.8740662314880041,0.5,1.2,0.85,1.0,0.74,1.22,2026-03-31,-0.2026944412313442,102600000.0,0.3641725328043846,0.4149826246053963,0.1895961553421734,0.3749650411637336,0.3333333333333333,0.3492235554421031,999.0,0.0005852107019491,not_listed,0.0,0.29788994703479965
Nicaragua,1405.804064651621,127.0,1992-06-07,2026-03-27,0.952755905511811,1.1338582677165354,1.8818897637795275,-0.7480314960629921,0.2755905511811024,0.2362204724409448,5.0,0.6,0.6,2.0,-1.4,0.2,0.2,0.6,10.0,0.6,0.4,1.7,-1.3,0.2,0.2,0.7,20.0,1.3,1.45,1.2,0.25,0.4,0.3,0.45,50.0,1.1,1.28,1.38,-0.1,0.32,0.3,0.44,1405.804064651621,622.6118290932295,127.0,1.307516884346963,1.48260121050667,0.9857458317727548,1.117743090689126,0.4,1.7,1.45,1.2,1.28,1.38,2026-03-27,-0.131997258916371,102600000.0,0.3404061003876845,0.4149826246053963,0.3750639263722016,0.2492751843422158,0.2222222222222222,0.3387608801164234,999.0,0.0005852107019491,not_listed,0.0,0.29506406298319215
Qatar,1615.1180569930018,389.0,1990-02-23,2025-12-07,1.570694087403599,1.5244215938303345,1.1259640102827764,0.3984575835475578,0.4473007712082262,0.365038560411311,5.0,0.4,0.4,1.4,-1.0,0.0,0.2,0.6,10.0,0.7,0.8,1.8,-1.0,0.1,0.2,0.4,20.0,1.2,1.25,1.65,-0.4,0.3,0.2,0.25,50.0,1.44,1.4,1.36,0.04,0.4,0.28,0.22,1608.8886690735103,667.9999010830796,389.0,1.5145695443217206,1.1941152717829082,1.1604038911211014,0.912753140517663,0.8,1.8,1.25,1.65,1.4,1.36,2025-12-07,0.2415926457321991,20480000.0,0.5722771039014816,0.0617773231696679,0.4671555716690931,0.358195447618842,0.2592592592592592,0.3654698959770517,999.0,0.0005852107019491,not_listed,0.0,0.3012719433342731
Botswana,1423.7623128714974,269.0,1990-01-20,2026-03-31,1.1821561338289963,0.8438661710037175,1.1263940520446096,-0.2825278810408922,0.2973977695167286,0.3828996282527881,5.0,0.8,0.6,1.8,-1.2,0.2,0.2,0.6,10.0,0.7,0.7,1.8,-1.1,0.2,0.2,0.5,20.0,0.95,0.9,1.6,-0.7,0.25,0.15,0.4,50.0,1.12,0.76,1.14,-0.38,0.3,0.34,0.46,1423.7623128714974,560.6930407921739,269.0,0.8762343070874163,1.110227872073524,0.6605989767383421,0.8370083096563676,0.7,1.8,0.9,1.6,0.76,1.14,2026-03-31,-0.1764093329180255,102600000.0,0.36090985569669,0.4149826246053963,0.1832406378785528,0.4004908333066825,0.2592592592592592,0.3435497522489018,999.0,0.0005852107019491,not_listed,0.0,0.2976753626568912
Comoros,1419.6901921016552,125.0,1990-08-21,2026-03-31,0.92,0.864,1.584,-0.72,0.224,0.232,5.0,0.6,0.0,0.6,-0.6,0.0,0.6,1.0,10.0,1.0,1.1,1.2,-0.1,0.2,0.5,0.5,20.0,1.15,1.0,1.35,-0.35,0.3,0.4,0.4,50.0,1.22,1.2,1.32,-0.12,0.34,0.34,0.32,1419.6901921016552,658.8605864457448,125.0,0.9998320793418825,1.3637928784824676,0.7537801740710931,1.0281726847733172,1.1,1.2,1.0,1.35,1.2,1.32,2026-03-31,-0.2743925107022241,102600000.0,0.3562605287227397,0.4149826246053963,0.2382137167239629,0.288551321300786,0.3703703703703703,0.3444886339450574,999.0,0.0005852107019491,not_listed,0.0,0.2933153062223968
Suriname,1481.854099969161,127.0,1990-04-29,2026-03-26,1.4566929133858268,1.7244094488188977,1.3622047244094488,0.3622047244094488,0.3937007874015748,0.2440944881889764,5.0,0.6,0.8,1.4,-0.6,0.0,0.2,0.2,10.0,0.9,0.6,1.3,-0.7,0.2,0.3,0.4,20.0,1.2,1.25,1.1,0.15,0.3,0.25,0.35,50.0,1.44,1.58,1.24,0.34,0.42,0.28,0.32,1481.854099969161,708.8343449861225,127.0,1.6345003066970945,1.2618032836121398,1.2322608477539183,0.9512820386706248,0.6,1.3,1.25,1.1,1.58,1.24,2026-03-26,0.2809788090832936,39230000.0,0.427235912310331,0.2042512620036201,0.5204976597649679,0.3281673037672433,0.3333333333333333,0.3612284626726859,999.0,0.0005852107019491,not_listed,0.0,0.28815799941788117
Singapore,1378.4942093137472,318.0,1990-08-18,2025-11-13,1.389937106918239,1.4056603773584906,1.4433962264150944,-0.0377358490566037,0.3930817610062893,0.2861635220125786,5.0,1.0,1.4,1.6,-0.2,0.2,0.0,0.0,10.0,1.1,1.3,1.6,-0.3,0.3,0.0,0.2,20.0,1.35,1.5,1.7,-0.2,0.4,0.1,0.15,50.0,1.26,1.38,1.74,-0.36,0.36,0.14,0.26,1378.4942093137472,640.3223941911863,318.0,1.338379520954397,1.6050757398250557,1.0090133824694254,1.2100774675673462,1.3,1.6,1.5,1.7,1.38,1.74,2025-11-13,-0.2010640850979208,102600000.0,0.3092251864969665,0.4149826246053963,0.3887908255278329,0.2148734344741665,0.4074074074074074,0.343264851166328,999.0,0.0005852107019491,not_listed,0.0,0.2823900194453124
Monaco,1480.4781582586174,5.0,2000-06-11,2006-04-22,0.8,1.0,3.8,-2.8,0.2,0.0,5.0,0.8,1.0,3.8,-2.8,0.2,0.0,0.4,5.0,0.8,1.0,3.8,-2.8,0.2,0.0,0.4,5.0,0.8,1.0,3.8,-2.8,0.2,0.0,0.4,5.0,0.8,1.0,3.8,-2.8,0.2,0.0,0.4,1480.4781582586174,310.2151712163778,5.0,0.9491020001676044,4.100821995988635,0.7155344239089281,2.5,1.0,3.8,1.0,3.8,1.0,3.8,2006-04-22,-1.784465576091072,102600000.0,0.4256649365777862,0.4149826246053963,0.2156502951394714,0.0,0.2962962962962963,0.3147055578541246,999.0,0.0005852107019491,not_listed,0.0,0.26123527362304205
India,1374.4912733801048,251.0,1991-01-17,2025-11-18,1.3665338645418326,1.3665338645418326,1.4262948207171315,-0.0597609561752988,0.3745019920318725,0.3067729083665338,5.0,0.4,0.4,1.2,-0.8,0.0,0.2,0.6,10.0,0.8,0.7,1.1,-0.4,0.1,0.3,0.5,20.0,0.65,0.5,1.25,-0.75,0.1,0.3,0.6,50.0,1.16,0.94,1.06,-0.12,0.26,0.32,0.38,1374.4912733801048,588.5210730210472,251.0,1.2274100959471914,1.2573787369197584,0.925352781627773,0.9479463429624372,0.7,1.1,0.5,1.25,0.94,1.06,2025-11-18,-0.0225935613346641,102600000.0,0.3046548510223634,0.4149826246053963,0.3394345075369921,0.3300313885155954,0.2962962962962963,0.340424368046694,999.0,0.0005852107019491,not_listed,0.0,0.28668669637753885
Gabon,1514.6828061411018,237.0,1990-04-29,2026-03-27,1.337552742616034,1.181434599156118,1.1561181434599157,0.0253164556962025,0.350210970464135,0.3459915611814346,5.0,0.6,1.2,2.2,-1.0,0.2,0.2,0.2,10.0,1.5,2.1,1.9,0.2,0.5,0.3,0.1,20.0,1.6,1.8,1.8,0.0,0.5,0.3,0.15,50.0,1.4,1.34,1.36,-0.02,0.38,0.28,0.24,1514.6828061411018,747.6072627634958,237.0,1.3023442191885042,1.2827408417967154,0.9818461244877869,0.9670670055456438,2.1,1.9,1.8,1.8,1.34,1.36,2026-03-27,0.014779118942143,33800000.0,0.4647179512163142,0.1715956713393515,0.3727632592613787,0.3195206097445606,0.5555555555555555,0.3649483366669943,999.0,0.0005852107019491,not_listed,0.0,0.2807846112155457
Yemen,1375.0655885181336,185.0,1990-09-08,2025-11-26,0.9837837837837838,1.1567567567567567,1.6756756756756757,-0.518918918918919,0.2486486486486486,0.2378378378378378,5.0,2.2,4.4,1.0,3.4,0.6,0.6,0.2,10.0,1.7,2.6,0.9,1.7,0.4,0.5,0.4,20.0,1.05,1.5,1.6,-0.1,0.25,0.35,0.6,50.0,0.98,1.02,1.74,-0.72,0.24,0.28,0.56,1375.0655885181336,760.7795148331602,185.0,1.13746252763475,1.641242908729428,0.8575407008787217,1.2373441410775032,2.6,0.9,1.5,1.6,1.02,1.74,2025-11-26,-0.3798034401987815,102600000.0,0.3053105729455835,0.4149826246053963,0.2994281653950601,0.2056964339438533,0.6296296296296295,0.3493360095461033,999.0,0.0005852107019491,not_listed,0.0,0.2733983978529787
Bermuda,1364.8897375274428,86.0,1990-04-03,2025-11-13,1.1162790697674418,1.6162790697674418,1.8953488372093024,-0.2790697674418604,0.3255813953488372,0.2906976744186046,5.0,0.6,0.8,3.8,-3.0,0.2,0.0,0.6,10.0,0.9,1.7,3.5,-1.8,0.3,0.0,0.4,20.0,0.85,1.35,2.75,-1.4,0.25,0.15,0.3,50.0,1.2,1.56,2.1,-0.54,0.36,0.3,0.24,1364.8897375274428,400.2003818873493,86.0,1.5588312597559504,2.361183383771791,1.175213440940733,1.780112139635284,1.7,3.5,1.35,2.75,1.56,2.1,2025-11-13,-0.6048986986945508,102600000.0,0.2936923373460166,0.4149826246053963,0.4868420330673576,0.0815172947588385,0.3333333333333333,0.3251252067297177,999.0,0.0005852107019491,not_listed,0.0,0.2638941363441726
Namibia,1403.6866109410134,247.0,1990-06-07,2026-03-28,1.0688259109311742,0.9595141700404858,1.3765182186234817,-0.4170040485829959,0.2591093117408907,0.2631578947368421,5.0,0.2,0.0,2.0,-2.0,0.0,0.2,1.0,10.0,0.6,0.3,1.5,-1.2,0.1,0.4,0.7,20.0,0.65,0.35,1.3,-0.95,0.1,0.4,0.65,50.0,1.1,0.84,1.18,-0.34,0.28,0.32,0.42,1403.6866109410134,537.6589749234561,247.0,0.8700793089671511,1.199123014994745,0.6559586819824921,0.9040269597774347,0.3,1.5,0.35,1.3,0.84,1.18,2026-03-28,-0.2480682777949426,102600000.0,0.3379885064092032,0.4149826246053963,0.1805030545808371,0.3558577588227799,0.2222222222222222,0.3247179776273349,999.0,0.0005852107019491,not_listed,0.0,0.2874275567167285
Bonaire,1398.9631588109305,22.0,2010-10-29,2025-11-15,0.9545454545454546,1.3636363636363635,2.909090909090909,-1.5454545454545454,0.2727272727272727,0.1363636363636363,5.0,0.6,0.8,2.4,-1.6,0.2,0.2,0.4,10.0,1.0,1.1,2.1,-1.0,0.3,0.3,0.3,20.0,1.0,1.25,2.85,-1.6,0.3,0.15,0.3,22.0,0.9545454545454546,1.3636363636363635,2.909090909090909,-1.5454545454545454,0.2727272727272727,0.1363636363636363,0.2727272727272727,1398.9631588109305,495.5334214649188,22.0,1.2508651944445028,2.478937931635283,0.9430357391898024,1.8688880905375904,1.1,2.1,1.25,2.85,1.3636363636363635,2.909090909090909,2025-11-15,-0.925852351347788,102600000.0,0.3325955245602371,0.4149826246053963,0.349866726140131,0.068069937169737,0.3703703703703703,0.3198816262809493,999.0,0.0005852107019491,not_listed,0.0,0.26331371538295545
Tanzania,1404.0720062785454,331.0,1990-01-20,2026-03-26,1.1027190332326284,0.9758308157099698,1.253776435045317,-0.2779456193353474,0.2688821752265861,0.2870090634441087,5.0,0.4,0.6,1.2,-0.6,0.0,0.0,0.4,10.0,0.3,0.7,1.5,-0.8,0.0,0.0,0.5,20.0,1.0,0.8,1.05,-0.25,0.25,0.3,0.5,50.0,1.06,0.74,1.04,-0.3,0.26,0.3,0.44,1404.0720062785454,557.8324028253454,331.0,0.8856636581190954,1.1882982040417869,0.6677078283234152,0.8958660615096192,0.7,1.5,0.8,1.05,0.74,1.04,2026-03-26,-0.2281582331862039,102600000.0,0.3384285299349522,0.4149826246053963,0.187434568305214,0.3609356779147228,0.1111111111111111,0.315562289672684,999.0,0.0005852107019491,not_listed,0.0,0.28838975415644336
Curaçao,1532.3269238949165,110.0,1990-04-17,2026-03-31,1.2545454545454546,1.4727272727272729,1.518181818181818,-0.0454545454545454,0.3363636363636363,0.2545454545454545,5.0,2.0,2.6,1.4,1.2,0.6,0.6,0.2,10.0,1.7,2.1,1.3,0.8,0.5,0.4,0.2,20.0,1.2,1.55,1.75,-0.2,0.35,0.3,0.35,50.0,1.46,1.58,1.28,0.3,0.4,0.32,0.34,1504.4454806245346,787.0004662810406,110.0,1.588313738465735,1.4200739843408856,1.223178263444158,0.9699669473099956,2.1,1.3,1.55,1.75,1.58,1.28,2026-03-31,0.1268370897174859,26030000.0,0.4530295273321846,0.1143400173613177,0.4999550738374962,0.2691264626003515,0.6296296296296295,0.3654705323352341,999.0,0.0005852107019491,not_listed,0.0,0.2837315697864377
Sudan,1417.1876634396408,306.0,1990-08-17,2026-01-03,1.173202614379085,1.0130718954248366,1.3235294117647058,-0.3104575163398693,0.3039215686274509,0.3104575163398693,5.0,0.2,0.4,2.2,-1.8,0.0,0.2,0.6,10.0,0.5,0.4,1.7,-1.3,0.1,0.2,0.7,20.0,0.95,0.5,1.15,-0.65,0.2,0.5,0.65,50.0,0.88,0.62,1.36,-0.74,0.18,0.38,0.56,1417.1876634396408,543.7344485478384,306.0,0.8289092313609208,1.3563469994447048,0.6249202817293499,1.0225591861537378,0.4,1.7,0.5,1.15,0.62,1.36,2026-01-03,-0.3976389044243879,102600000.0,0.3534032770180371,0.4149826246053963,0.1621916733881459,0.2912419352102876,0.1851851851851851,0.3139703629159456,999.0,0.0005852107019491,not_listed,0.0,0.2868688556604825
Finland,1482.6497522257298,331.0,1990-02-15,2025-11-17,1.2205438066465255,1.054380664652568,1.2688821752265862,-0.2145015105740181,0.323262839879154,0.29607250755287,5.0,1.2,1.4,1.8,-0.4,0.4,0.2,0.4,10.0,1.3,1.2,1.5,-0.3,0.4,0.2,0.4,20.0,0.85,1.05,2.05,-1.0,0.25,0.1,0.4,50.0,1.04,0.94,1.48,-0.54,0.3,0.24,0.4,1482.6497522257298,653.1923885015784,331.0,1.0125879870886128,1.330066835944851,0.7633969392864023,1.0027463929589286,1.2,1.5,1.05,2.05,0.94,1.48,2025-11-17,-0.2393494536725263,48500000.0,0.4281443449692407,0.2507469388434722,0.2438872131755177,0.300979232343593,0.4814814814814814,0.3424153704261171,999.0,0.0005852107019491,not_listed,0.0,0.2774695015596379
Peru,1597.56565227468,355.0,1991-06-06,2026-03-31,1.171830985915493,1.0507042253521126,1.323943661971831,-0.2732394366197183,0.304225352112676,0.2816901408450704,5.0,0.4,1.0,1.8,-0.8,0.0,0.0,0.2,10.0,0.4,0.5,1.4,-0.9,0.0,0.2,0.6,20.0,0.65,0.5,1.25,-0.75,0.1,0.25,0.65,50.0,1.02,0.7,1.04,-0.34,0.24,0.36,0.54,1597.56565227468,622.904543523606,355.0,0.9434813495501062,1.2485380691285917,0.7112969773532631,0.9412813036581203,0.5,1.4,0.5,1.25,0.7,1.04,2026-03-31,-0.2299843263048573,28750000.0,0.5593490965056368,0.1361251866880884,0.2131503757321694,0.3337955808512764,0.1481481481481481,0.3266601887513267,999.0,0.0005852107019491,not_listed,0.0,0.29229852604454415
Cuba,1380.8290926622087,183.0,1992-05-02,2026-03-26,1.2950819672131149,1.2021857923497268,1.360655737704918,-0.1584699453551912,0.3442622950819672,0.360655737704918,5.0,1.0,1.2,1.4,-0.2,0.2,0.2,0.2,10.0,0.9,0.8,2.2,-1.4,0.2,0.3,0.4,20.0,1.0,0.7,1.8,-1.1,0.25,0.4,0.45,50.0,0.94,0.84,1.9,-1.06,0.26,0.34,0.52,1380.8290926622087,509.3730916979939,183.0,0.9816666134168868,1.643556489547862,0.7400851063192775,1.2390883653208329,0.8,2.2,0.7,1.8,0.84,1.9,2026-03-26,-0.4990032590015554,102600000.0,0.3118910298612953,0.4149826246053963,0.2301341892992903,0.2051231341145554,0.3333333333333333,0.3115294484482126,999.0,0.0005852107019491,not_listed,0.0,0.2703226677815719
Montserrat,1375.5917963402371,33.0,1991-05-14,2025-06-10,1.0,1.0909090909090908,3.0303030303030303,-1.9393939393939392,0.303030303030303,0.1818181818181818,5.0,1.2,0.6,1.4,-0.8,0.4,0.4,0.4,10.0,1.2,1.1,2.1,-1.0,0.4,0.2,0.4,20.0,1.3,1.25,1.85,-0.6,0.4,0.25,0.3,33.0,1.0,1.0909090909090908,3.0303030303030303,-1.9393939393939392,0.303030303030303,0.1818181818181818,0.3333333333333333,1375.5917963402371,589.0163083531068,33.0,1.1250632950046602,2.3445910945846387,0.8481928354487496,1.7676031004774666,1.1,2.1,1.25,1.85,1.0909090909090908,3.0303030303030303,2025-06-10,-0.919410265028717,102600000.0,0.3059113685406768,0.4149826246053963,0.2939133087713244,0.0835206783609208,0.4444444444444444,0.3118741776548672,999.0,0.0005852107019491,not_listed,0.0,0.2539351536561235
Indonesia,1479.0683914806764,296.0,1990-02-02,2026-03-30,1.4527027027027026,1.7567567567567568,1.4391891891891893,0.3175675675675675,0.4054054054054054,0.3310810810810811,5.0,0.8,1.2,1.6,-0.4,0.2,0.4,0.8,10.0,0.8,1.1,1.8,-0.7,0.2,0.3,0.6,20.0,1.15,1.0,1.5,-0.5,0.3,0.45,0.55,50.0,1.38,1.54,1.52,0.02,0.38,0.36,0.4,1479.0683914806764,613.5807761663044,296.0,1.6019177892404193,1.5509624498230203,1.2076966672403937,1.1692810918557943,1.1,1.8,1.0,1.5,1.54,1.52,2026-03-30,0.0384155753845991,31350000.0,0.424055341215045,0.1551021537201019,0.5060058022787338,0.2294033055552184,0.2962962962962963,0.3271359036600136,999.0,0.0005852107019491,not_listed,0.0,0.26581427210798475
Liberia,1389.7202599393847,156.0,1990-01-24,2026-03-31,1.0384615384615383,0.9294871794871796,1.5705128205128205,-0.6410256410256411,0.2756410256410256,0.3076923076923077,5.0,1.0,1.4,1.6,-0.2,0.2,0.0,0.4,10.0,0.8,0.9,2.0,-1.1,0.2,0.1,0.5,20.0,0.75,0.8,1.75,-0.95,0.15,0.2,0.5,50.0,0.9,0.84,1.66,-0.82,0.24,0.24,0.44,1389.7202599393847,525.3741169727232,156.0,0.8344308645540229,1.6774116811509654,0.6290830783783561,1.2646120234901077,0.9,2.0,0.8,1.75,0.84,1.66,2026-03-31,-0.6355289451117516,102600000.0,0.3220424831673522,0.4149826246053963,0.1646475524168949,0.1969147888983614,0.2962962962962963,0.3003245060868404,999.0,0.0005852107019491,not_listed,0.0,0.26785479347475183
Samoa,1391.1137271705854,30.0,1994-11-25,2024-11-15,0.7666666666666667,0.9,3.6333333333333337,-2.7333333333333334,0.2333333333333333,0.1333333333333333,5.0,0.6,0.8,3.8,-3.0,0.2,0.0,0.4,10.0,0.9,1.1,3.7,-2.6,0.3,0.1,0.4,20.0,0.8,0.95,3.65,-2.7,0.25,0.1,0.45,30.0,0.7666666666666667,0.9,3.6333333333333337,-2.7333333333333334,0.2333333333333333,0.1333333333333333,0.4666666666666667,1391.1137271705854,296.0011772267635,30.0,1.0884578956870503,3.4834295976952108,0.8205957770629737,2.5,1.1,3.7,0.95,3.65,0.9,3.6333333333333337,2024-11-15,-1.6794042229370263,102600000.0,0.3236334685903086,0.4149826246053963,0.2776321779212337,0.0,0.3333333333333333,0.2919955301794754,999.0,0.0005852107019491,not_listed,0.0,0.2320106452467544
Congo,1384.1151363185504,164.0,1990-08-18,2025-10-14,1.1158536585365857,0.9878048780487804,1.3719512195121952,-0.3841463414634146,0.2865853658536585,0.2926829268292683,5.0,0.2,0.4,1.6,-1.2,0.0,0.0,0.6,10.0,0.3,0.7,2.3,-1.6,0.0,0.0,0.5,20.0,0.45,0.8,2.2,-1.4,0.05,0.05,0.4,50.0,0.8,0.92,1.7,-0.78,0.16,0.14,0.34,1384.1151363185504,408.85181134334766,164.0,0.9490772221541656,1.618758773581337,0.7155157435968348,1.2203931993584478,0.7,2.3,0.8,2.2,0.92,1.7,2025-10-14,-0.504877455761613,102600000.0,0.3156428565561601,0.4149826246053963,0.2156392745226629,0.2113532990782528,0.1111111111111111,0.2893806530972536,999.0,0.0005852107019491,not_listed,0.0,0.2711597710704653
Greenland,1446.708337055767,11.0,1993-07-06,2024-06-01,0.9090909090909092,1.2727272727272727,2.090909090909091,-0.8181818181818182,0.2727272727272727,0.1818181818181818,5.0,0.2,0.2,2.2,-2.0,0.0,0.0,0.8,10.0,0.7,0.9,2.3,-1.4,0.2,0.1,0.5,11.0,0.9090909090909092,1.2727272727272727,2.090909090909091,-0.8181818181818182,0.2727272727272727,0.1818181818181818,0.4545454545454545,11.0,0.9090909090909092,1.2727272727272727,2.090909090909091,-0.8181818181818182,0.2727272727272727,0.1818181818181818,0.4545454545454545,1446.708337055767,531.5642062205497,11.0,0.4876405700940641,3.118861344364804,0.3676355274093407,2.3513306840548243,0.9,2.3,1.2727272727272727,2.090909090909091,1.2727272727272727,2.090909090909091,2024-06-01,-1.9836951566454837,102600000.0,0.3871083834945213,0.4149826246053963,0.0104042367613292,0.0127450018389106,0.2592592592592592,0.2686319020903934,999.0,0.0005852107019491,not_listed,0.0,0.23843837745667834
Barbados,1300.9336037957817,136.0,1990-03-16,2025-11-15,1.3014705882352942,1.463235294117647,1.5294117647058822,-0.0661764705882353,0.3602941176470588,0.2794117647058823,5.0,1.2,0.8,1.2,-0.4,0.2,0.4,0.6,10.0,1.2,1.8,2.2,-0.4,0.3,0.2,0.3,20.0,0.7,1.4,2.45,-1.05,0.15,0.1,0.3,50.0,0.98,1.16,1.98,-0.82,0.26,0.22,0.36,1300.9336037957817,513.4201217081018,136.0,1.271427010305688,1.9909943637083725,0.9585374313832192,1.501024131010592,1.8,2.2,1.4,2.45,1.16,1.98,2025-11-15,-0.5424866996273728,102600000.0,0.2206706873226804,0.4149826246053963,0.3590120877750846,0.1341527544319274,0.4444444444444444,0.2993995674897834,999.0,0.0005852107019491,not_listed,0.0,0.24019580181420586
Lesotho,1359.3379001828616,232.0,1990-03-07,2025-11-18,0.9267241379310344,0.8232758620689655,1.487068965517241,-0.6637931034482759,0.2068965517241379,0.2801724137931034,5.0,0.8,0.4,1.4,-1.0,0.2,0.4,0.6,10.0,0.6,0.3,1.8,-1.5,0.1,0.3,0.7,20.0,0.75,0.6,1.55,-0.95,0.15,0.25,0.55,50.0,0.9,0.72,1.54,-0.82,0.2,0.24,0.5,1359.3379001828616,499.70205508228776,232.0,0.7670840191391168,1.4897201187364788,0.5783098356420342,1.1231100838028032,0.3,1.8,0.6,1.55,0.72,1.54,2025-11-18,-0.544800248160769,102600000.0,0.2873535501193929,0.4149826246053963,0.1346934248023537,0.2471207215569112,0.2222222222222222,0.2838137428692485,999.0,0.0005852107019491,not_listed,0.0,0.2592286122788442
